Column1,song_name,artist_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party,youtube_url_manual
עטלף עיוור - Eyal Golan,עטלף עיוור,Eyal Golan,minor,4.908714294,0.071410693,0.928589284,4.895858288,5.138399124,1.053669453,0.364057422,0.635942578,0.722228169,0.277771801,0.361917078,0.638082922,0.29155314,0.70844686,
"Seven (feat. Latto) - Jung Kook, Latto",Seven (feat. Latto),"Jung Kook, Latto",major,5.73597765,0.332954943,0.667045057,4.238983631,4.358581543,1.128870487,0.364606231,0.635393739,0.796063185,0.2039368,0.461416513,0.538583457,0.25250569,0.74749428,
38 - Peer Tasi,38,Peer Tasi,minor,4.35959959,0.119473994,0.880526066,4.081330776,4.291331291,1.026171803,0.485109746,0.514890254,0.665459931,0.334540099,0.356147051,0.643852949,0.402563483,0.597436547,
Daylight - David Kushner,Daylight,David Kushner,minor,8.149053574,0.071598411,0.928401589,4.266162872,4.865668297,0.998172164,0.166758925,0.833241105,0.468845487,0.531154513,0.133162379,0.866837621,0.640443504,0.359556466,
י'א 2 - Tuna,י'א 2,Tuna,minor,3.770866156,0.103984676,0.896015286,3.775401592,3.986925125,1.148566484,0.311239451,0.688760579,0.748932838,0.251067191,0.331803828,0.668196201,0.498511344,0.501488626,
DXB to TLV - Omer Adam,DXB to TLV,Omer Adam,minor,3.621630192,0.122795045,0.877205014,4.050775051,4.096039772,1.183781624,0.205859974,0.7941401,0.677304208,0.322695762,0.39615649,0.603843451,0.56108731,0.43891263,
"טרנטולה - Static, Agam Buhbut",טרנטולה,"Static, Agam Buhbut",minor,3.511523962,0.238568947,0.761431038,5.196702003,4.884419441,1.024871588,0.69234699,0.30765301,0.96073252,0.03926754,0.858066499,0.141933501,0.280192405,0.719807625,
אני - Omer Adam,אני,Omer Adam,major,4.115952969,0.005927916,0.994072139,3.619040728,4.612224579,1.213734508,0.041985113,0.958014846,0.362102211,0.637897789,0.023865223,0.976134717,0.834347546,0.165652439,
לירז - Static,לירז,Static,minor,3.760000229,0.171445861,0.828554153,4.712208748,4.499535561,1.268072605,0.273064882,0.726935089,0.776936471,0.223063543,0.551724374,0.448275685,0.356311828,0.643688202,
קומה 58 - Omer Adam,קומה 58,Omer Adam,major,5.466874599,0.184631154,0.815368891,4.917564392,4.84250927,0.983114123,0.45247978,0.54752022,0.897328019,0.102672003,0.641163707,0.358836234,0.357486308,0.642513752,
אקורדים בלילות - Osher Cohen,אקורדים בלילות,Osher Cohen,major,4.422008038,0.140634835,0.859365165,4.737001896,4.815309048,1.066865325,0.426931202,0.573068738,0.912613273,0.08738672,0.468828201,0.531171799,0.390418023,0.609582007,
DEJA VU - Noa Kirel,DEJA VU,Noa Kirel,minor,1.912399411,0.154833347,0.845166683,5.235309601,4.847358704,1.203221083,0.497350007,0.502649963,0.955281854,0.04471809,0.645914674,0.354085356,0.41203469,0.58796531,
רק אני יודע - Stephane Legar,רק אני יודע,Stephane Legar,minor,3.126521349,0.105816558,0.894183457,4.502803326,3.984598875,1.102183342,0.367886603,0.632113457,0.770889759,0.229110286,0.416529447,0.583470523,0.660594702,0.339405268,
Dance The Night - From Barbie The Album - Dua Lipa,Dance The Night - From Barbie The Album,Dua Lipa,major,4.860146999,0.0753261,0.924673855,4.535854816,4.930947304,1.200424433,0.40493229,0.595067739,0.627547503,0.372452557,0.292714268,0.707285702,0.488701433,0.511298537,
(It Goes Like) Nanana - Edit - Peggy Gou,(It Goes Like) Nanana - Edit,Peggy Gou,minor,3.64016366,0.057115573,0.942884445,4.253996372,4.175177574,1.401119471,0.455190212,0.544809818,0.734843016,0.265157014,0.359399766,0.640600204,0.77058357,0.229416475,
"What Was I Made For? [From The Motion Picture ""Barbie""] - Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,minor,7.428211689,0.050000705,0.949999332,3.601163864,4.435351372,0.959792674,0.100016177,0.899983823,0.451414376,0.548585594,0.134961367,0.865038574,0.7540856,0.245914429,
"Barbie World (with Aqua) [From Barbie The Album] - Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice, Aqua",minor,4.578644753,0.206764922,0.793235004,4.667236328,4.658574104,1.174659967,0.210404828,0.789595127,0.743087828,0.256912142,0.435056657,0.564943314,0.359143198,0.640856802,
יצאה שבת - Omer Adam,יצאה שבת,Omer Adam,major,5.805752754,0.006465897,0.993534088,3.597708702,4.545243263,1.018482208,0.184301868,0.815698147,0.51714325,0.482856721,0.059130751,0.940869272,0.611504674,0.388495296,
ילד מטריה - עטרה אוריה,ילד מטריה,עטרה אוריה,major,4.763539791,0.005968451,0.994031489,3.616343498,4.599684715,1.260214925,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
fukumean - Gunna,fukumean,Gunna,minor,3.77570653,0.15011403,0.849885941,4.810596943,4.586996078,1.117581248,0.649271071,0.350728959,0.867043376,0.132956639,0.727696717,0.272303283,0.288802743,0.711197257,
"פעמון - Noa Kirel, Itay Galo",פעמון,"Noa Kirel, Itay Galo",minor,3.649940729,0.065301985,0.934697986,3.632748604,4.537823677,1.264102459,0.153481379,0.846518576,0.607162416,0.392837644,0.117114834,0.882885158,0.845528305,0.154471755,
יותר חזק מה? - Agam Buhbut,יותר חזק מה?,Agam Buhbut,major,3.615318537,0.093664035,0.90633595,4.828697205,4.798828125,1.05877161,0.661621988,0.338378012,0.830209494,0.169790521,0.692817271,0.307182759,0.259983033,0.740016937,
יאללה ביי - Maya Dadon,יאללה ביי,Maya Dadon,minor,5.064858437,0.175665349,0.824334681,5.117280006,4.82425499,1.235293865,0.467039526,0.532960474,0.880793273,0.119206734,0.694275081,0.305724859,0.185952842,0.814047158,
קוביד 19 - Nunu,קוביד 19,Nunu,minor,4.93524456,0.184776962,0.815223098,4.448156834,4.901688576,1.439991355,0.358609557,0.641390443,0.775490642,0.224509388,0.31752333,0.68247664,0.567817509,0.432182521,
"האמת - Odeya, רואי אדם",האמת,"Odeya, רואי אדם",major,3.527139902,0.099910364,0.900089681,3.728182316,4.036346436,1.013607979,0.242622107,0.757377863,0.556582928,0.443417072,0.27841565,0.72158432,0.466869056,0.533130944,
Kill Bill - SZA,Kill Bill,SZA,major,6.201850414,0.207040429,0.792959571,4.619408131,4.402771473,1.134953976,0.453362644,0.546637356,0.82570827,0.174291715,0.642781258,0.357218713,0.327159911,0.672840059,
החיים שלי אחריך - Odeya,החיים שלי אחריך,Odeya,major,6.499011993,0.168959886,0.831040144,3.977929354,4.167587757,0.992895186,0.229281127,0.770718932,0.613263905,0.386736065,0.332689255,0.667310774,0.485179931,0.514820099,
"מאמי - Odeya, Noa Kirel",מאמי,"Odeya, Noa Kirel",minor,2.912735701,0.120543368,0.87945658,5.328181267,4.970306396,1.17867887,0.2924501,0.70754987,0.912220895,0.087779142,0.518794239,0.481205791,0.415525556,0.584474504,
"Creepin' (with The Weeknd & 21 Savage) - Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",major,3.206106901,0.200067103,0.799932837,4.052900791,4.082973957,1.124937057,0.40600118,0.59399879,0.7264691,0.2735309,0.470363438,0.529636621,0.396723896,0.603276134,
אחותי כבר לא סובלת אותך - Shira Margalit,אחותי כבר לא סובלת אותך,Shira Margalit,minor,4.676695347,0.125729233,0.874270797,4.590973854,4.684597969,1.101579785,0.422492862,0.577507138,0.876002133,0.123997889,0.644474328,0.355525643,0.303989053,0.696010947,
כלום - Osher Cohen,כלום,Osher Cohen,minor,4.556575775,0.222156554,0.777843416,4.136692047,4.628824234,1.288672924,0.431530207,0.568469763,0.785017192,0.214982793,0.440264106,0.559735954,0.349137813,0.650862157,
"Escapism. - RAYE, 070 Shake",Escapism.,"RAYE, 070 Shake",major,4.171655178,0.16014345,0.839856505,5.264500618,5.335991383,1.202618122,0.52033782,0.47966221,0.939522266,0.060477801,0.69119966,0.30880034,0.291176975,0.708822966,
Made You Look - Meghan Trainor,Made You Look,Meghan Trainor,major,5.919511318,0.230187342,0.769812703,4.28336525,4.590529442,1.193570614,0.170878142,0.829121828,0.556130409,0.443869561,0.277364969,0.72263509,0.295402199,0.704597771,
"Shakira: Bzrp Music Sessions, Vol. 53 - Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap, Shakira",minor,4.126856804,0.055453587,0.944546402,4.832472801,4.80454731,1.062830091,0.582530856,0.417469144,0.795824289,0.204175711,0.590133548,0.409866422,0.34132719,0.65867281,
"Calm Down (with Selena Gomez) - Rema, Selena Gomez",Calm Down (with Selena Gomez),"Rema, Selena Gomez",major,3.324538231,0.129770905,0.870229065,5.062458992,4.93087101,1.332293153,0.75759536,0.242404655,0.942323804,0.057676218,0.782300889,0.217699066,0.105439052,0.894560993,
קופידון (Prod. By Triangle) - Agam Buhbut,קופידון (Prod. By Triangle),Agam Buhbut,major,3.831416607,0.050401907,0.949598074,5.205576897,5.35049057,1.045914888,0.705605984,0.294394046,0.946910501,0.053089567,0.86542803,0.134571955,0.059453186,0.940546811,
"מדברים בשקט (מתוך חזרות למופע NEXT) - Omer Adam, Idan Raichel",מדברים בשקט (מתוך חזרות למופע NEXT),"Omer Adam, Idan Raichel",minor,4.616456985,0.074461438,0.925538599,4.663360596,4.439496994,0.976124048,0.323054224,0.676945806,0.687976658,0.312023401,0.393805563,0.606194437,0.534681797,0.465318233,
golden hour - JVKE,golden hour,JVKE,major,3.277899027,0.005968451,0.994031489,3.616343498,4.599684715,0.989078581,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
"Boy's a liar Pt. 2 - PinkPantheress, Ice Spice",Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",major,3.188357115,0.288420916,0.711579084,4.277225494,4.555598259,1.498444796,0.124952197,0.875047803,0.464403123,0.535596848,0.192475885,0.807524085,0.488514572,0.511485457,
Mockingbird - Eminem,Mockingbird,Eminem,minor,3.063979149,0.09386529,0.906134665,4.680170059,4.498864651,1.339680672,0.355957299,0.64404273,0.770897567,0.229102492,0.563535571,0.436464429,0.35615325,0.64384675,
חורף בחלון - Peer Tasi,חורף בחלון,Peer Tasi,major,3.90819478,0.209991381,0.790008664,4.5577631,4.539467812,1.028380632,0.186779067,0.813220918,0.730974495,0.269025505,0.366011232,0.633988738,0.455355197,0.544644773,
"ראשון בבוקר - Anna Zak, Eden Ben Zaken, Nunu",ראשון בבוקר,"Anna Zak, Eden Ben Zaken, Nunu",major,3.350281,0.236880168,0.763119876,4.912775993,4.840668201,1.152332544,0.196728483,0.803271532,0.735733151,0.264266878,0.447760224,0.552239776,0.343043894,0.656956077,
"Rich Flex - Drake, 21 Savage",Rich Flex,"Drake, 21 Savage",minor,4.029242516,0.34155947,0.65844059,5.188056946,5.086440563,1.079173923,0.360658735,0.639341235,0.893273652,0.106726348,0.584260345,0.415739655,0.28424263,0.71575737,
כינורות - Eden Ben Zaken,כינורות,Eden Ben Zaken,major,3.923114061,0.307716072,0.692283928,4.924871922,4.965425491,1.35084784,0.555271208,0.444728792,0.925710797,0.074289232,0.694618344,0.305381626,0.199919298,0.800080717,
ננה בננה - ענבל רז,ננה בננה,ענבל רז,major,3.93963623,0.061574452,0.938425601,4.342820168,4.519443512,1.055824041,0.182198778,0.817801178,0.589862823,0.410137177,0.250342369,0.749657631,0.488940537,0.511059463,
אם הייתי צריכה - Odeya,אם הייתי צריכה,Odeya,major,5.863355637,0.007756138,0.992243826,3.821069479,4.850969315,1.061436653,0.032624234,0.967375815,0.312055141,0.687944829,0.016869349,0.983130693,0.863400698,0.136599228,
"Miss You - Bonus Track - Oliver Tree, Robin Schulz",Miss You - Bonus Track,"Oliver Tree, Robin Schulz",major,2.634692669,0.083245113,0.916754901,4.188201904,4.597597599,1.009685159,0.25335148,0.74664849,0.617112517,0.382887512,0.291244119,0.70875591,0.502711415,0.497288525,
Anti-Hero - Taylor Swift,Anti-Hero,Taylor Swift,major,7.184643269,0.03639717,0.963602841,3.914301157,4.928276539,1.075749755,0.112208188,0.887791812,0.572928548,0.427071482,0.085051872,0.914948165,0.865541816,0.13445814,
פנתרה - Eyal Golan,פנתרה,Eyal Golan,minor,3.764649391,0.105541579,0.894458354,4.93625164,4.787579536,1.282717824,0.385935158,0.614064813,0.878941119,0.121058829,0.535133481,0.464866519,0.400818229,0.599181771,
"סיוופלה - Nunu, TOX1C",סיוופלה,"Nunu, TOX1C",major,11.61302185,0.14326717,0.856732845,4.504132748,4.593036652,1.184377193,0.356435657,0.643564343,0.774542928,0.225457117,0.446117103,0.553882957,0.375640392,0.624359548,
הולכת איתך - Narkis,הולכת איתך,Narkis,minor,3.609241009,0.154768333,0.845231652,4.785598755,4.661478043,1.257127643,0.611608028,0.388391912,0.874232173,0.125767842,0.710894883,0.289105088,0.195335925,0.804664075,
"כנען (12 מרגלים) - Shlomi Shaban, Ravid Plotnik, Shuli Rand",כנען (12 מרגלים),"Shlomi Shaban, Ravid Plotnik, Shuli Rand",minor,3.975597382,0.06569054,0.934309483,4.524691582,5.347993851,1.137459755,0.17107892,0.828921139,0.567959905,0.432040066,0.137496009,0.862504005,0.754862368,0.245137662,
Lavender Haze - Taylor Swift,Lavender Haze,Taylor Swift,minor,2.550052404,0.246637598,0.753362477,5.078216553,5.483640671,1.282993317,0.199054539,0.800945461,0.805235326,0.194764704,0.463971853,0.536028147,0.675717473,0.324282497,
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By - Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,major,6.979435921,0.200167507,0.799832523,4.142208099,4.256605148,0.930225074,0.133284077,0.866715908,0.517740071,0.482259959,0.32384035,0.67615962,0.547070026,0.452929974,
מסיבה סגורה - Avi Aburomi,מסיבה סגורה,Avi Aburomi,major,5.272577763,0.027132884,0.972867131,5.225812912,5.859669685,0.974067748,0.290561527,0.709438443,0.57102859,0.42897141,0.180024073,0.819975913,0.471022099,0.528977931,
"עומס לב & Views - Tuna, Noga Erez, ROUSSO",עומס לב & Views,"Tuna, Noga Erez, ROUSSO",minor,5.002216816,0.300773799,0.699226201,5.252070427,5.174617767,1.161771297,0.624655187,0.375344872,0.956276655,0.043723371,0.831749737,0.168250218,0.137596324,0.862403631,
"Snow On The Beach (feat. Lana Del Rey) - Taylor Swift, Lana Del Rey",Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",major,5.729125023,0.187266022,0.812734008,4.197096825,4.584205151,1.002252817,0.473157018,0.526843011,0.822626054,0.177373946,0.48923552,0.51076448,0.287186921,0.712813079,
Pink Venom - BLACKPINK,Pink Venom,BLACKPINK,minor,3.219246626,0.005968451,0.994031489,3.616343498,4.599684715,1.18911314,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
"Hold Me Closer - Elton John, Britney Spears",Hold Me Closer,"Elton John, Britney Spears",major,3.046164274,0.059848491,0.940151513,5.078896046,5.229977131,1.435902596,0.384307086,0.615692914,0.798537374,0.201462582,0.593436241,0.406563818,0.294073105,0.705926895,
ליבינג דה דרים - Nunu,ליבינג דה דרים,Nunu,minor,5.134684086,0.052343968,0.947656095,3.873627186,4.563082695,1.046015978,0.188002884,0.811997116,0.505071342,0.494928598,0.1477952,0.8522048,0.622283697,0.377716362,
בית משוגעים - Ran Danker,בית משוגעים,Ran Danker,minor,3.777141571,0.332325608,0.667674363,4.773498535,4.607159138,1.177503109,0.368362457,0.631637573,0.828982711,0.171017274,0.520962059,0.47903797,0.399316341,0.600683689,
"חצי שלי - Mor, Avi Aburomi",חצי שלי,"Mor, Avi Aburomi",major,7.250547409,0.102632359,0.897367656,3.81439352,3.903163671,1.081082702,0.319940627,0.680059373,0.610390723,0.389609337,0.332997799,0.667002201,0.466616571,0.533383429,
Glimpse of Us - Joji,Glimpse of Us,Joji,major,6.953979492,0.237195671,0.762804329,4.792251587,4.779717445,0.938835204,0.231953844,0.7680462,0.775937378,0.224062622,0.47524631,0.52475369,0.37232247,0.62767756,
"שחרר אותי - Doli & Penn, Noa Kirel, Peled",שחרר אותי,"Doli & Penn, Noa Kirel, Peled",minor,3.09343791,0.136916608,0.863083422,4.805217266,4.720029831,1.218115568,0.438209087,0.561790943,0.678305387,0.321694613,0.529776931,0.470223039,0.304552644,0.695447385,
"עזוב אותי מטכנו - Doli & Penn, Lior Narkis",עזוב אותי מטכנו,"Doli & Penn, Lior Narkis",minor,6.918857098,0.166955963,0.833044052,4.350422859,4.245072365,1.090714693,0.568049073,0.431950927,0.855034828,0.144965172,0.609188974,0.390811056,0.400978148,0.599021852,
כמו שאני - Maya Dadon,כמו שאני,Maya Dadon,major,4.784235001,0.005196805,0.994803131,3.791214943,4.807648659,1.046351552,0.084787861,0.915212095,0.331367463,0.668632567,0.02072362,0.979276419,0.719648719,0.280351311,
אהובי לב אדום - Osher Cohen,אהובי לב אדום,Osher Cohen,minor,3.533696651,0.196293876,0.80370611,4.906953335,4.869915009,1.405707359,0.614770472,0.385229558,0.963748217,0.036251742,0.767422736,0.232577249,0.211294308,0.788705647,
"Jimmy Cooks (feat. 21 Savage) - Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",minor,4.133064747,0.208194762,0.791805267,4.931360245,4.775218964,1.227964044,0.353297055,0.646702945,0.83035326,0.16964674,0.688125074,0.311874896,0.193914771,0.806085229,
Cha Cha Cha - Käärijä,Cha Cha Cha,Käärijä,minor,4.499479771,0.221088871,0.778911114,4.45919323,4.198483467,1.136733055,0.438435376,0.561564565,0.74464792,0.25535202,0.472954988,0.527045012,0.391819745,0.608180225,
Queen of Kings - Alessandra,Queen of Kings,Alessandra,minor,3.15114522,0.143237025,0.856762946,3.087860823,3.722540617,1.119024277,0.238099709,0.761900306,0.513130784,0.486869156,0.204256639,0.795743346,0.649696469,0.35030356,
מוזיקה טובה - Ravid Plotnik,מוזיקה טובה,Ravid Plotnik,major,3.868624449,0.136113271,0.863886714,4.849997044,4.576810837,1.168661356,0.198476911,0.80152303,0.823248446,0.176751539,0.380758762,0.619241238,0.45450297,0.545497,
יום חדש - Ravid Plotnik,יום חדש,Ravid Plotnik,major,4.710942745,0.110510521,0.889489472,5.033764839,4.930661201,1.045424223,0.419617593,0.580382407,0.916822851,0.083177187,0.64506346,0.35493651,0.359459281,0.640540719,
כל הזמן הזה - Ravid Plotnik,כל הזמן הזה,Ravid Plotnik,minor,4.737250805,0.325539976,0.674460053,5.335494518,5.072768211,1.051320195,0.390301198,0.609698772,0.910420299,0.089579701,0.686020255,0.313979715,0.199470118,0.800529838,
בובה - Noam Bettan,בובה,Noam Bettan,minor,4.817492008,0.268387377,0.731612623,3.722726822,3.947550058,1.130692005,0.372435182,0.627564847,0.761050045,0.238949969,0.470169812,0.529830158,0.390181959,0.609818041,
"התעוררתי עם נמר - Omer Adam, E-Z",התעוררתי עם נמר,"Omer Adam, E-Z",minor,3.50047946,0.106111698,0.893888295,5.056943893,5.820593834,1.361786485,0.813182294,0.186817691,0.903125405,0.096874595,0.624923408,0.375076652,0.285830468,0.714169502,
סחרחורת - Tuna,סחרחורת,Tuna,minor,3.746571064,0.270509601,0.729490399,4.699098587,4.727369308,1.273486614,0.209672973,0.790327072,0.645273566,0.354726404,0.509252369,0.490747631,0.255514443,0.744485557,
"Die For You (with Ariana Grande) - Remix - The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,"The Weeknd, Ariana Grande",minor,3.438447714,0.123378687,0.876621366,4.702899933,4.630814552,1.273964047,0.274776906,0.725223064,0.748834908,0.251165092,0.577015042,0.422984898,0.220724121,0.779275894,
להיט של שיר אחד - Static,להיט של שיר אחד,Static,major,3.896559,0.216266319,0.783733666,5.28041172,4.994863033,1.001762629,0.204748407,0.795251608,0.850115478,0.149884477,0.487768412,0.512231588,0.361626267,0.638373733,
"הפשע המושלם - Static, Eden Ben Zaken",הפשע המושלם,"Static, Eden Ben Zaken",minor,2.414155006,0.316601634,0.683398366,4.460227966,4.424874306,1.294762015,0.206169724,0.793830276,0.780735016,0.219265029,0.390724361,0.609275639,0.396837711,0.603162348,
שוב - Eden Hason,שוב,Eden Hason,minor,5.47295332,0.14717111,0.85282886,4.763561249,5.212644577,0.986907244,0.212084308,0.787915766,0.650180697,0.349819332,0.250213742,0.749786258,0.471901476,0.528098524,
"אחלה גבר - Dana International, Static & Ben El, Static",אחלה גבר,"Dana International, Static & Ben El, Static",minor,2.986846209,0.266777486,0.733222485,4.316991806,4.673112869,1.159464955,0.119987711,0.880012274,0.524731278,0.475268692,0.259031981,0.740968049,0.392105669,0.607894361,
אין לי כח - Alin Golan,אין לי כח,Alin Golan,major,5.346269608,0.00395763,0.996042371,3.50264287,4.71869421,1.044561505,0.03075302,0.969246984,0.279425502,0.720574439,0.014424041,0.985576034,0.850037158,0.149962783,
"Bam Bam (feat. Ed Sheeran) - Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",major,6.156383038,0.163187161,0.836812794,4.328454971,4.842178822,1.130443931,0.447837085,0.552162886,0.762792051,0.237207934,0.423265219,0.576734722,0.205362946,0.794637024,
MIDDLE OF THE NIGHT - Elley Duhé,MIDDLE OF THE NIGHT,Elley Duhé,minor,3.295067549,0.076513156,0.923486829,4.403563976,4.55774641,1.077157259,0.504121184,0.495878786,0.781428397,0.218571588,0.560177803,0.439822227,0.616876662,0.383123398,
לא להיות לבד - Mergui,לא להיות לבד,Mergui,major,2.896117687,0.241941884,0.758058071,4.503547192,4.422554016,1.545775533,0.286805302,0.713194728,0.687637508,0.312362552,0.427076489,0.572923481,0.463111013,0.536888957,
Late Night Talking - Harry Styles,Late Night Talking,Harry Styles,major,5.206095219,0.204754069,0.795245945,4.265841484,4.373762131,1.082518935,0.593820453,0.406179518,0.867257595,0.132742435,0.64031899,0.35968098,0.25442028,0.745579779,
"אפס מאמץ - Static & Ben El, Netta",אפס מאמץ,"Static & Ben El, Netta",minor,4.052886963,0.26164788,0.73835218,4.828404903,4.854645729,1.170697093,0.483014733,0.516985238,0.910796523,0.089203469,0.540754437,0.459245592,0.183549762,0.816450238,
BREAK MY SOUL - Beyoncé,BREAK MY SOUL,Beyoncé,major,2.570684433,0.005968451,0.994031489,3.616343498,4.599684715,1.293845296,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
"Where Are You Now - Lost Frequencies, Calum Scott",Where Are You Now,"Lost Frequencies, Calum Scott",minor,5.782729626,0.04425386,0.955746174,4.293297768,5.022206306,1.182482958,0.220231637,0.779768407,0.510230362,0.489769578,0.139066279,0.860933781,0.59721446,0.40278554,
"STAY (with Justin Bieber) - The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",major,5.343758106,0.079311222,0.920688748,3.979289532,4.325668335,1.23449564,0.239715278,0.760284781,0.509670138,0.490329891,0.235030159,0.764969826,0.502395868,0.497604162,
חנניה - Hanan Ben Ari,חנניה,Hanan Ben Ari,minor,3.509316683,0.090380274,0.909619749,4.852702141,4.610634327,1.183845282,0.263276279,0.736723781,0.868236661,0.131763339,0.534926772,0.465073287,0.465596527,0.534403443,
First Class - Jack Harlow,First Class,Jack Harlow,major,4.007388115,0.190104425,0.809895515,3.727621555,3.938831806,1.108407021,0.216519475,0.783480465,0.595559418,0.404440582,0.347130507,0.652869523,0.543924689,0.456075341,
"Left and Right (Feat. Jung Kook of BTS) - Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",major,3.230213165,0.187716737,0.812283218,4.854710579,4.517625809,1.151854992,0.4818151,0.5181849,0.916238844,0.083761148,0.596658885,0.403341115,0.382810861,0.617189169,
שבוע טוב - Avraham Tal,שבוע טוב,Avraham Tal,minor,3.898169518,0.229303688,0.770696282,5.2663908,5.174072266,1.126849532,0.204899743,0.795100212,0.852350771,0.147649199,0.50439781,0.49560219,0.321135104,0.678864896,
"גוף - Tuna, Adi Ulmansky",גוף,"Tuna, Adi Ulmansky",minor,2.829660416,0.366988987,0.633010983,5.716694355,5.592057228,1.176131368,0.72057277,0.27942723,0.960335255,0.039664794,0.774470448,0.225529552,0.171485245,0.828514814,
רק אותך אהבתי - Odeya,רק אותך אהבתי,Odeya,major,5.162222385,0.156405762,0.843594193,4.27416563,4.774520397,1.132463455,0.645975173,0.354024857,0.775175691,0.224824309,0.598214865,0.401785135,0.203716978,0.796283066,
גנזב - Balishag,גנזב,Balishag,minor,4.172829151,0.375362366,0.624637604,4.879735947,4.887354374,1.102824688,0.40411818,0.595881879,0.881548822,0.118451156,0.632618189,0.367381781,0.190544441,0.809455574,
"K-POP - Travis Scott, Bad Bunny, The Weeknd",K-POP,"Travis Scott, Bad Bunny, The Weeknd",major,4.484449863,0.122396834,0.877603114,4.220370293,4.571709156,1.226524711,0.381916523,0.618083477,0.68563062,0.31436938,0.389523834,0.610476196,0.306355059,0.693645,
פסיכולוגית - Odeya,פסיכולוגית,Odeya,minor,5.487473965,0.220657602,0.779342413,4.364768028,4.606108665,0.998199344,0.414630979,0.585368991,0.817989469,0.182010517,0.520527065,0.479472905,0.215417087,0.784582913,
צעדים - Akiva,צעדים,Akiva,minor,4.100441933,0.076707803,0.92329216,4.277472973,4.48981905,1.161659598,0.121620797,0.878379285,0.626237512,0.373762488,0.248435363,0.751564622,0.537145078,0.462854862,
מרוקו - Gal Adam,מרוקו,Gal Adam,major,3.56974411,0.23509641,0.764903545,4.07485199,4.201199055,1.232780218,0.220999599,0.779000401,0.635206103,0.364793867,0.393188208,0.606811762,0.475277334,0.524722695,
N95 - Kendrick Lamar,N95,Kendrick Lamar,minor,4.800161362,0.109460734,0.890539229,4.156175613,3.996409893,1.304486156,0.244570225,0.755429804,0.617567003,0.382433027,0.445841283,0.554158688,0.589327455,0.410672575,
WTF - Eden Ben Zaken,WTF,Eden Ben Zaken,minor,4.990121841,0.185369954,0.814630032,4.42664814,4.712405682,1.078616023,0.725130975,0.274869055,0.899703503,0.10029646,0.649673641,0.350326359,0.192023277,0.807976723,
"I Like You (A Happier Song) (with Doja Cat) - Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",major,2.395180225,0.225031286,0.774968743,4.171350479,4.68669939,1.253029704,0.560860455,0.439139515,0.85707438,0.14292559,0.544264674,0.455735296,0.236212879,0.763787091,
"DALE PROMO - Metro the Savage, Noa Kirel, Boaz van de Beatz",DALE PROMO,"Metro the Savage, Noa Kirel, Boaz van de Beatz",minor,4.097044945,0.212889403,0.787110627,4.922272682,4.271175385,1.417785287,0.490296215,0.509703755,0.934330583,0.065669365,0.695745409,0.304254621,0.537755072,0.462244958,
"לכאורה - Omer Adam, Static & Ben El",לכאורה,"Omer Adam, Static & Ben El",minor,3.804358721,0.10745459,0.892545462,4.521965027,4.639965057,1.239277482,0.271745712,0.728254259,0.697493732,0.302506208,0.350322396,0.649677634,0.413260013,0.586739957,
Shivers - Ed Sheeran,Shivers,Ed Sheeran,major,3.551146507,0.005968451,0.994031489,3.616343498,4.599684715,1.16521585,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Bad Habits - Ed Sheeran,Bad Habits,Ed Sheeran,minor,3.303850412,0.09304934,0.906950653,4.499547005,4.519573689,1.269835949,0.677365184,0.322634816,0.865675986,0.134323984,0.732391119,0.267608911,0.252979726,0.747020245,
